text,label
@zoe0010 you go girl. Rather be a die hard dolphins fan and proud. Than a hateful Patri-sluts (created at:2012-12-31 04:39:32),non-cyberbullying
Can I just point out that Tom Brady wears uggs. Perhaps Gisele is the biggest beard in all of pro sports. (created at:2012-12-31 05:04:46),non-cyberbullying
Haha Dolphins suck (created at:2012-12-31 05:34:21),non-cyberbullying
"@zoe0010 I hear you. I was born in.Florida with the aqua orange and white coursing through my veins. But I was raised in New England. And you are right, they are the ugliest, most hateful fans around. Brady is an egotistical asshole, Bellicheat... Well the name speaks for itself. But the fans, that's what makes the team truly ugly. Sad truth... Most New England teams have fans that are the same breed. (created at:2012-12-31 06:03:46)",non-cyberbullying
@zoe0010 I'm glad you snapped on them ! (created at:2012-12-31 08:26:57),non-cyberbullying
What I have just read from some of you is the absolute meaning of sore loser ...shame on you for the hateful words about NE fans!!! (created at:2012-12-31 20:25:59),non-cyberbullying
Dolphins rock (created at:2012-12-31 21:43:42),non-cyberbullying
PATS SUCK (created at:2013-01-01 04:37:16),non-cyberbullying
Pats susk (created at:2013-01-01 16:59:45),non-cyberbullying
Hate patss! (created at:2013-01-03 17:11:49),non-cyberbullying
I was there (created at:2013-01-21 05:16:45),non-cyberbullying
I love you (created at:2012-12-31 04:30:55),non-cyberbullying
Sick sweater mayne (created at:2012-12-31 04:38:54),non-cyberbullying
@jokuk I hope to see you when I'm in la this week!!! (created at:2012-12-31 04:46:52),non-cyberbullying
Wait....how do you two know each other???? @laurenserra @jokuk (created at:2012-12-31 04:48:53),non-cyberbullying
Mexican food again? Two times in one day (created at:2012-12-31 04:53:49),non-cyberbullying
Your fucking salad from the last time you stevia still in my back seat! (created at:2012-12-31 04:54:14),non-cyberbullying
Fucking iphone (created at:2012-12-31 04:55:05),non-cyberbullying
I meant the ducking last time you ate (created at:2012-12-31 04:55:17),non-cyberbullying
Shit (created at:2012-12-31 05:01:32),non-cyberbullying
Meant fucking (created at:2012-12-31 05:01:38),non-cyberbullying
No I'm not drunk (created at:2012-12-31 05:01:46),non-cyberbullying
Plum wine stand up (created at:2012-12-31 05:02:26),non-cyberbullying
@nonobell he's my brother I've know him for 4 years _?__ (created at:2012-12-31 05:08:35),non-cyberbullying
Nice @laurenserra!!! Love @jokuk ________ (created at:2012-12-31 05:30:39),non-cyberbullying
@canvasscandal hahahahahahahahaa (created at:2012-12-31 22:24:15),non-cyberbullying
@nonobell love u more!! :) (created at:2012-12-31 22:24:29),non-cyberbullying
Beast line up (created at:2013-01-01 03:43:27),non-cyberbullying
#Tatted #BlackAndGray #Tattoos #SingleNeedleTattoos #ChicanoStyleTattoos #LosAngeles #Whittier #Compton #TattooCollector #TattooNationMovie #Family #Culture #Religion (created at:2013-01-01 03:43:52),non-cyberbullying
You doen it bro. Dope as fuck! (created at:2013-01-01 03:44:00),non-cyberbullying
"@hardtimesbulldogs thanks man, u got a sick collection also. Cant wait to do my legs this year (created at:2013-01-01 03:45:25)",non-cyberbullying
Thanks! @king_rocco42 @tat2rudy (created at:2013-01-01 03:46:06),non-cyberbullying
A few? Lol. They are all sick though!! I want one soon. Looking into it a little more though. (created at:2013-01-01 04:00:40),non-cyberbullying
Best collection I've seen this 2012 . Dope man ! @oropeza_ray (created at:2013-01-01 04:23:32),non-cyberbullying
"Whenever your ready cuz we'll get u tatted by the best artist we know! B patient, no rush @r_h_three (created at:2013-01-01 04:40:40)",non-cyberbullying
Thanks! @marathon_shit @dipd_in_ink @angilberto_inkwell562 (created at:2013-01-01 04:41:15),non-cyberbullying
Alright sounds good. Thanks. Yeah I need to get a few more ideas and decide. (created at:2013-01-01 06:03:15),non-cyberbullying
Nice (created at:2013-01-01 20:38:30),non-cyberbullying
@antoniofinizio thanks (created at:2013-01-02 00:18:33),non-cyberbullying
Beast mode (created at:2013-01-02 03:08:37),non-cyberbullying
@obee23 hahaa l didnt realize how much wrk l got this past year till l put all these pics together (created at:2013-01-02 04:18:25),non-cyberbullying
That's some quality tatts u got! (created at:2013-01-03 01:13:53),non-cyberbullying
Crazy collection homie @oropeza_ray (created at:2013-01-03 01:21:03),non-cyberbullying
@steveokay @don_stazaleone thanks!! (created at:2013-01-03 01:22:25),non-cyberbullying
@sickiny @skinarttattoo555 (created at:2013-01-08 20:53:05),non-cyberbullying
@oropeza_ray muchos respect bro. That's some fine collection. I got tattood by @joselopez_lowridertattoo last year but getting tattood by 2 more of the lowrider guys @miguel_ochoa and @noahminuskin in London. Can't wait. (created at:2013-01-08 21:29:43),non-cyberbullying
@basscube your in good hands. Thanks man! (created at:2013-01-09 02:34:33),non-cyberbullying
@oropeza_ray what's your dads page man? Wanna check his sh1t out. Cheers man appreciate all kind words. ____ (created at:2013-01-09 07:27:39),non-cyberbullying
@basscube he doesnt have page (created at:2013-01-09 07:47:44),non-cyberbullying
@oropeza_ray tell him to get one lol or upload some more pics of the big man himself __?______? (created at:2013-01-09 13:17:48),non-cyberbullying
@oropeza_ray i am really thinking about getting a pretty big peace of our aztec culture but im am trying to find out about a good artist who does great aztec work! (created at:2013-02-11 06:14:36),non-cyberbullying
#Tattoosnap (created at:2013-03-31 18:06:27),non-cyberbullying
"Chaz, you're so adorable. _?__ (created at:2013-01-01 05:37:52)",non-cyberbullying
Feliz a®ño nuevo @steezortiz (created at:2013-01-01 05:38:25),non-cyberbullying
Steezy Looking Fresh Yo' @Steezortiz (created at:2013-01-01 05:48:08),non-cyberbullying
Awww (created at:2013-01-01 05:50:09),non-cyberbullying
Chaz u are a douch bag sheckler already made skateing a fashion we don't need another sell out poser (created at:2013-01-01 05:51:46),non-cyberbullying
look at this guy^^^ kill yourself dumb fuck this nigga @steezortiz is a fuckin G .. (created at:2013-01-01 05:58:35),cyberbullying
@scottywoowoo just shutup and leave him alone. Stop being a hater. (created at:2013-01-01 06:10:38),cyberbullying
@scottywoowoo go put some more spikes in your mullet and stop trying to start some pointless bullshit. #happynewyear ____ (created at:2013-01-01 06:10:52),cyberbullying
"@scottywoowoo try getting kickflip back lips down big handrails and we'll see who the ""poser"" is ____ (created at:2013-01-01 06:29:49)",cyberbullying
@_steeznasty33 @irys_xox and what the Fuck would either of you know about skateboarding?????? Both just fanning out #happynewyear (created at:2013-01-01 06:31:58),cyberbullying
Hahah dick rider @dionsk8s (created at:2013-01-01 06:33:22),cyberbullying
@sheldon_skates sk8ing isn't about kickflip back lips. He is a super talented sk8er but a walking fucking bill board (created at:2013-01-01 06:40:40),non-cyberbullying
True chaz keep it real! @steezortiz (created at:2013-01-01 06:43:26),non-cyberbullying
@scottywoowoo he's a billboard for being a good skater and looking nice when he's not skating? You must live in some parallel universe bro (created at:2013-01-01 06:48:13),non-cyberbullying
Happy New Year Chaz! (created at:2013-01-01 06:49:01),non-cyberbullying
Chaz looks like a drug addict...sorry had to say it he rlly does (created at:2013-01-01 06:53:31),non-cyberbullying
"@scottywoowoo if hes such a ""poser"" and a ""douche bag"" like u say then are you here??? (created at:2013-01-01 06:53:51)",non-cyberbullying
What dose looking nice have to do with skateboarding??? He is a bill board for cash. You won't see Richie Jackson or duane peters repping Gatorade (created at:2013-01-01 06:57:17),non-cyberbullying
To pay out on people. Because its fun to hate @irys_xox (created at:2013-01-01 07:01:35),non-cyberbullying
@scottywoowoo just stfu seriously. Get a life. Don't be hate at how far hes come. He worked for it and he deserves it. (created at:2013-01-01 07:04:01),cyberbullying
You clearly have no clue @irys_xox when was the first time you heard of chaz??? He was sick when he was young but is a huge fucking sell out now. True skaters see this (created at:2013-01-01 07:07:38),non-cyberbullying
Get a life honestly! Goodbye (created at:2013-01-01 07:10:46),non-cyberbullying
dam foreals they act like they own evrybody just chill nd make urself usefull nd do wats best for u nd leave @steezortiz alone foreals hes never had shit against all u haters.! dang (created at:2013-01-01 07:34:18),cyberbullying
"@scottywoowoo you are truly an idiot. Is P-Rod a sellout? How about Koston? They all have deals with huge companies that pay them tons of money. These dudes can't huck themselves down handrails forever, so if some company is willing to pay them enough to allow them to live comfortably after they can't skate anymore, then who the fuck are you to call him a sellout. And what is your definition of a ""true skater?"" I started skating 20 years ago to NOT have to be judged or fit in. You sound like the fucking jocks that used to call us skater fags while we pushed down the street. (created at:2013-01-01 07:34:40)",cyberbullying
dam foreals they act like they own evrybody just chill nd make urself usefull nd do wats best for u nd leave @steezortiz alone foreals hes never had shit against all u haters.! dang (created at:2013-01-01 07:35:20),non-cyberbullying
@minigreek Ahaha go take some more photos of your shoes u materialistic wanker. And p rod is a fucking sell out 2 most Yankee skaters are 2 much about the labels and advertising and not enuff about the skateing and fun (created at:2013-01-01 07:53:57),non-cyberbullying
@scottywoowoo is a fucken idiot ...go take more photos of your dog you little dick dog fucker... skateboarding was always about chilling n having fun... not sure if you actually watch skateboarding videos of p-rod or steez ortiz but they're Dickens crazy no matter who represents them. Stick to your day job and keep fucking dogs customer you obviously don't know Jack shot about #skateboarding (created at:2013-01-01 08:05:23),cyberbullying
Holy shit I thought females are the ones who write essays on Instagram when they're in a argument lol @andrew_mcfate and @scottywoowoo slow down boys it's just Instagram not instafight ^_^ (created at:2013-01-01 08:16:32),non-cyberbullying
Ahahah #instariot what's a dick dog fucker? @andrew_mcfate (created at:2013-01-01 08:24:06),cyberbullying
Just keep biting every1 (created at:2013-01-01 08:25:00),non-cyberbullying
@scottywoowoo so you would not want over one million dollars for a short energy commercial ?? (created at:2013-01-01 08:25:23),non-cyberbullying
Do you mean: what's a little dick dog fucker?? Bahaha I'm done talking if you don't know what that is peace bro ... happy new years to you and you're dog (created at:2013-01-01 08:25:55),non-cyberbullying
@scottywoowoo (created at:2013-01-01 08:26:23),non-cyberbullying
Thanks man @andrew_mcfate (created at:2013-01-01 08:31:12),non-cyberbullying
Looks like the Mexican One Direction (created at:2013-01-01 17:18:07),non-cyberbullying
"@scottywoowoo damn fool, your drunk ass seriously kept talkin shit all night. I know more about skating than you could ever fathom. What the fuck are you trying to get at... Skating and fashion... Just cause the homie CAN afford to dress up and has plans for New Years.. Doesnt make him a walking billboard, and if it does.. fuck it, that more money. hes a youngin on his grind, back up off of him.. Why don't you take your 30 something year old low life badass self outta here and try and start shit with A) someone who actually gives a damn OR B) someone your own fucking age man that resembles you. You sure do show a lotta class man @scottywoowoo #justsaying (created at:2013-01-01 20:13:11)",cyberbullying
@_steeznasty33 __?treated (created at:2013-01-01 20:21:00),non-cyberbullying
To everyone: keep hating. Cause if your hating we obviously are doing something right. (created at:2013-01-01 20:23:39),non-cyberbullying
@scottywoowoo chad does what he does to have fun and skate and I think true skaters can see that (created at:2013-01-02 02:56:33),non-cyberbullying
Like @kingtone27 said!! (created at:2013-01-02 05:30:42),non-cyberbullying
@steezortiz im a big fan! Can i have shoutout that would be awsome (created at:2013-01-03 21:23:36),non-cyberbullying
serious swag homies! fuck haters (created at:2013-01-04 00:39:02),cyberbullying
@cheefin_co (created at:2013-01-02 22:16:04),non-cyberbullying
@cenapinkdolphin (created at:2013-01-02 22:16:10),non-cyberbullying
@chris_the_chief why don't u just suck his dick bro. You'll never be anything like neima. Sorry dude! (created at:2013-01-02 22:34:37),cyberbullying
@austin_lgnd and your one to talk ? ohh 96 followers this guy is a badd ass.. im so ass hurt . Your a joke . have nothing better to.do.... go.jump off.a bridge (created at:2013-01-02 22:46:09),cyberbullying
"i forgot to say your a fucking joke , im 17 and very shure making more money than you @austin_lgnd ...... JOKE ! (created at:2013-01-02 22:47:02)",cyberbullying
@neima_pinkdolphin (created at:2013-01-02 22:53:16),non-cyberbullying
Lol @austin_lgnd (created at:2013-01-02 22:53:57),non-cyberbullying
"@austin_lgnd you sucking his dick too tho bruh ""youll never be anything like neima"" @chris_the_chief u get the left nut austin get the right one (created at:2013-01-02 23:35:43)",cyberbullying
Ctfu @rickgrimez (created at:2013-01-02 23:46:41),cyberbullying
@rickgrimez nobody is talking to you you dumb nig. Shut the fuck up! (created at:2013-01-03 01:43:57),cyberbullying
@rickgrimez go take more pictures of your ugly ass kid you fuckin douche (created at:2013-01-03 01:44:35),cyberbullying
@j3rm0ff that's my jack Daniel's tin! :( (created at:2013-01-03 02:44:03),non-cyberbullying
@austin_lgnd oh u mad cus neima dick still in mouth? (created at:2013-01-03 03:51:39),cyberbullying
@jaredbrawl lol u ugly as fuck mark (created at:2013-01-03 03:52:43),cyberbullying
@rickgrimez wait I'm ugly as fuck lol (created at:2013-01-03 07:14:43),cyberbullying
Oh I'm a hooker? Wow learn something new about my life from a stranger everyday! (created at:2013-01-04 20:33:12),non-cyberbullying
Now ur gunna go spam my shit wtf that's really gay @twixerzzz (created at:2013-01-04 20:33:20),cyberbullying
"@robertloera And your a fucking queer. Im fucking 11, you dumbass idiot. (created at:2013-01-04 20:33:22)",cyberbullying
Bitch who the fuck are u @tashamaz (created at:2013-01-04 20:34:00),cyberbullying
And drop ur Fucken balls befor u get on my shit @twixerzzz (created at:2013-01-04 20:34:19),cyberbullying
"@tashamaz Holy shiz, its her :O (created at:2013-01-04 20:34:19)",non-cyberbullying
@robertloera Your balls are all the way in your throat bitch (created at:2013-01-04 20:34:51),cyberbullying
"I would be his girlfriend, who are you? Oh right a troll. Comment again when you learn to grow up sweetie. (created at:2013-01-04 20:36:01)",non-cyberbullying
Wtf ? Now ur Fucken lame kid @twixerzzz (created at:2013-01-04 20:36:12),cyberbullying
Stfu ur a random @mr_jepolos (created at:2013-01-04 20:37:28),cyberbullying
"I'm not phased by him at all, it's actually funny and entertaining talking to trolls. @mr_jepolos (created at:2013-01-04 20:37:34)",non-cyberbullying
@robertloera Why are you even hating on Temperrr? Its honestly not his fault that thousanda of people love him. Hes an inspiration. (created at:2013-01-04 20:37:41),non-cyberbullying
I'm not even trolling I'm just saying this guys a fag that needs to Fucken get a pair and get with some Fucken girls instead of playing Xbox @tashamaz (created at:2013-01-04 20:38:43),cyberbullying
"@robertloera Why do you think everone is chinese, wtf. (created at:2013-01-04 20:38:57)",non-cyberbullying
@robertloera dude can I be like you and troll and act like a Duche bag to girls ?:) (created at:2013-01-04 20:39:39),non-cyberbullying
How is he and inspiration I'm a fucking insperation he's fucking making kids little faggots instead of going and talking to girls he's sayin to play games and shit @twixerzzz (created at:2013-01-04 20:39:42),cyberbullying
Yeah sure @dreflavor (created at:2013-01-04 20:40:16),non-cyberbullying
"Pretty sure I'm his girlfriend and I'm a girl so how about you learn your facts. And you're not a troll? You went out of your way to find his instagram just to comment a million times talking shit. You're an attention whore, that's all. (created at:2013-01-04 20:40:23)",cyberbullying
"Kids, talking to girls. Why the hell do you think games were invented? To go out trolling like you are? He isnt saying to play, he is inspiring those who love to and want to be in a famous clan one day. (created at:2013-01-04 20:41:16)",non-cyberbullying
And I'm not tagging your names In these comments just to prove you're a troll because you keep having to refresh the picture to see what people say. So lol gtfo. (created at:2013-01-04 20:41:29),non-cyberbullying
Actually I'm teeing to help some kids telling them stop watching his shit and go get laid and get a lids @tashamaz (created at:2013-01-04 20:42:33),non-cyberbullying
Trying* (created at:2013-01-04 20:42:48),non-cyberbullying
Life* (created at:2013-01-04 20:43:01),non-cyberbullying
Why do they have to get laid? Most of these kids are young and into video games. Sorry they dont waste there time trolling like you. And get lids? Are you serious? Now you just sound stupid. (created at:2013-01-04 20:44:16),cyberbullying
Cuz getting laid is the shit @tashamaz Fucken @temperrrfaze is brainwashing these kids to play games ! They need to get a social life (created at:2013-01-04 20:45:27),non-cyberbullying
"@tashamaz Exactly, why the hell would we want to get laid... (created at:2013-01-04 20:45:50)",non-cyberbullying
The lay I get is bed. (created at:2013-01-04 20:46:06),non-cyberbullying
"Oh and next time, try to have some class. You must only fuck whores because I don't know any decent girl who would go for a guy who calls random girls he doesn't even know a 'bitch' and a 'hooker' (created at:2013-01-04 20:46:13)",non-cyberbullying
They watch it on there own. One video a day that's 15 minutes tops. You've been sitting here for even longer than that fighting with random people. So why don't you go get yourself a social life. (created at:2013-01-04 20:47:32),non-cyberbullying
See what I mean @tashamaz look at these faggot this twix kid wants to know why would u want to get laid . Wtf that's what u do dumb ass and look at this other faggot benybaby he could be getting laid but instead he wants to 1v1 temper (created at:2013-01-04 20:48:22),cyberbullying
I find this hilarious @tashamaz @robertloera (created at:2013-01-04 20:48:33),non-cyberbullying
Dude I haven't seen one person back you up just stop (created at:2013-01-04 20:48:46),non-cyberbullying
Wtf why are u still here u queer ? @ryaaaaank (created at:2013-01-04 20:49:23),cyberbullying
@tashamaz Are you Tommys girlfriend? I remember his gf name being something lile Tasha :P (created at:2013-01-04 20:49:24),non-cyberbullying
Yeah she is @twixerzzz (created at:2013-01-04 20:50:07),non-cyberbullying
"Again, why dont you go get laid instead of arguing with these kids? You're making yourself look stupid. Why do you care what other people do with there life? Let it go my friend. (created at:2013-01-04 20:50:21)",non-cyberbullying
Uhm I'm here cuz you're amusing me with your immatureness @robertloera (created at:2013-01-04 20:50:34),non-cyberbullying
Grow up. (created at:2013-01-04 20:51:50),non-cyberbullying
What makes you say I play Xbox? You can't go your life assuming things. @robertloera (created at:2013-01-04 20:51:59),non-cyberbullying
@robertloera What do you play? Nintendo 64 you broke ass troll. (created at:2013-01-04 20:52:32),non-cyberbullying
Hold on guys let's see what he has to say about this. He told me to grow a pair and get off Xbox. I'm wondering why he says that cuz he doesn't know whether I do or not! @mr_jepolos @twixerzzz (created at:2013-01-04 20:53:49),non-cyberbullying
"@ryaaaaank Just a troll that always assumes things like, you cant quickscope, or something dumb like that. (created at:2013-01-04 20:55:20)",non-cyberbullying
So @robertloera what makes you say I play Xbox.....? Hm? (created at:2013-01-04 20:55:39),non-cyberbullying
"If hes not replying, then leave it. Hes gone by now. (created at:2013-01-04 20:56:11)",non-cyberbullying
But I wan to see what he has to say to this. I just really wanna know why he has to assume things? He told me to stop playing Xbox which he doesn't know if I actually do or not. So I am just curious If he knows what he's saying or not. (created at:2013-01-04 20:57:26),non-cyberbullying
@robertloera (created at:2013-01-04 20:57:30),non-cyberbullying
@tashamaz damnnnnn are kicking these kids asses. (created at:2013-01-04 20:58:38),non-cyberbullying
God @robertloera u mad bro?? How many girls have u got preg? I think he's mad because he got his mom preg @tashamaz @mr_jepolos @twixerzzz (created at:2013-01-04 21:01:02),cyberbullying
Wtf u r really gay for saying that shit that's so dumb and I swear ill bet the shit out of ur no life ass @envyfadez (created at:2013-01-04 21:02:55),cyberbullying
And he's mad becuz @tashamaz is straight up owning him!! (created at:2013-01-04 21:04:21),non-cyberbullying
"HAHAHAHAHAHAHA omg Robert you're so pathetic. Just get out and be done, you literally look stupid. Go get laid kid and get some lids. (created at:2013-01-04 21:05:17)",non-cyberbullying
She's not saying shit dumb ass @envyfadez (created at:2013-01-04 21:05:30),non-cyberbullying
@robertloera 1v1 me pussy (created at:2013-01-04 21:07:05),cyberbullying
"Hahha okay Robert, you have a good day sweetie. Try to get off instagram for awhile and make some friends. _?_ (created at:2013-01-04 21:07:14)",non-cyberbullying
@tashamaz how am I pathetic I'm saving these kids from being a virgin their whole life and @mr_jepolos I'm not saying that bro I kinda respect u for not being a shit talker but ur making kids little pussys (created at:2013-01-04 21:07:19),cyberbullying
Hahahahahahaha @tashamaz (created at:2013-01-04 21:08:40),non-cyberbullying
You're not saving anyone. You're making no difference to anyone's lives. So save yourself and gtfo. (created at:2013-01-04 21:08:44),non-cyberbullying
Dude... Xbox isn't a lifestyle... It's a hobby... Life isn't about sex and drugs. You are the most oblivious stupid minded fool I have ever met. Just stop for everyone's sake. @robertloera (created at:2013-01-04 21:10:21),non-cyberbullying
He's just mad cause you guys don't want to fuck him. That's why he's so upset that you guys may be virgins (created at:2013-01-04 21:10:37),non-cyberbullying
O we got a 12 year old badass over here that can cuss @robertloera (created at:2013-01-04 21:11:20),non-cyberbullying
U know I am saving these kids because I don't want them to be gay and be on Xbox 24/7 and be a little non social little virgin @tashamaz (created at:2013-01-04 21:11:29),non-cyberbullying
Ur making them fucking watch videos and want to be a random and play Xbox all day (created at:2013-01-04 21:11:59),non-cyberbullying
@mr_jepolos (created at:2013-01-04 21:12:04),non-cyberbullying
"My boyfriend has a great social life, his own apartment, a BMW, and a girlfriend of a year. Tell me how Xbox made him a no life gay virgin? Oh right. Stay shut. (created at:2013-01-04 21:13:40)",cyberbullying
Calm the fuck Down (created at:2013-01-04 21:14:35),cyberbullying
No one gives a shit About your channel tommy was just someone who discovered something and made it big and bigger I can say that's not his life as his girlfriend sayed look at what he living (created at:2013-01-04 21:18:12),non-cyberbullying
Like u @robertloera (created at:2013-01-04 21:21:35),non-cyberbullying
Holy fucking essays in the comments (created at:2013-01-04 21:21:40),non-cyberbullying
Haha like a boss @tad_bayston (created at:2013-01-04 21:22:26),non-cyberbullying
No bitch I'm the exact opposite dumb ass @envyfadez (created at:2013-01-04 21:22:37),cyberbullying
"Kid.... Stop with the fucking sex and shit. Girls aren't made to get you laid and to walk around and fuck. No wonder you don't get girls. Lets see your hotties huh? All talk no show. Life isn't sex and drugs women are to be treated with respect and care not a fucking sex toy if you don't know that good luck with life. And drugs don't do anything but mess you up. So stop you don't know shit about anything. Your only comeback is ""I'm saving these kids to have sex"" and all that shit. Maybe we know how to treat women and aren't foolish like you. Maybe we do have lives. Stop assuming just cuz we play video games means we have no lives I'm pretty sure we have lives of our own so fuck off for everyone's sake will ya. @robertloera (created at:2013-01-04 21:23:17)",non-cyberbullying
I'm helping them like I said @mr_jepolos (created at:2013-01-04 21:23:31),non-cyberbullying
This kid stays trolling lol. (created at:2013-01-04 21:24:01),non-cyberbullying
Thank u @ryaaaaank (created at:2013-01-04 21:24:19),non-cyberbullying
Oh wait ur a virgin lmao @ryaaaaank (created at:2013-01-04 21:24:45),non-cyberbullying
Hahaha omg he's a virgin that's so funny! Can you think of anything new to say? -_- (created at:2013-01-04 21:25:29),non-cyberbullying
If I was tommy I would bend u over fuck u and smoke a bowl at the same time @tashamaz just saying (created at:2013-01-04 21:25:29),cyberbullying
Not trienna be rude to a lady @tashamaz (created at:2013-01-04 21:25:43),non-cyberbullying
You wouldn't stand a chance you immature shit. (created at:2013-01-04 21:27:21),non-cyberbullying
If I was still a virgin I would be so upset with my life (created at:2013-01-04 21:27:29),non-cyberbullying
Then you have really low expectations for yourself and for that I feel sorry for you. (created at:2013-01-04 21:28:00),non-cyberbullying
"@robertloera bro, just leave . (created at:2013-01-04 21:28:19)",non-cyberbullying
I don't have low expectations I'm just glad to fuck girls ur telling me If u were a guy u would want to play games ur whole life and be a virgin ur whole life ?? @tashamaz (created at:2013-01-04 21:30:03),non-cyberbullying
Tommy I feel sorry for your notifications lol. (created at:2013-01-04 21:30:05),non-cyberbullying
Yeah what @tashamaz said. If that's how you see life. I'm very sorry for you. (created at:2013-01-04 21:30:22),non-cyberbullying
WATCH OUT GUYS IM A VIRGIN OMG MY LIFE IS RUINED CUZ EVERYONE GIVES A SINGLE FUCK (created at:2013-01-04 21:30:48),non-cyberbullying
Hahahahahahaha omg @ryaaaaank I'm gonna follow u now hahahahahahaha (created at:2013-01-04 21:31:56),non-cyberbullying
Yeah it is @ryaaaaank (created at:2013-01-04 21:32:05),non-cyberbullying
"Again look at my boyfriend and all the shit he has going for him and a girlfriend of a year, then tell me how Xbox makes you a no life gay virgin. Talk to me when you grow up and graduate middle school. (created at:2013-01-04 21:32:32)",cyberbullying
Hey @mr_jepolos teach these kids to not be fags and go fuck some bitches (created at:2013-01-04 21:33:43),cyberbullying
Thx @mr_jepolos (created at:2013-01-04 21:35:13),non-cyberbullying
You're with him? @mr_jepolos (created at:2013-01-04 21:38:37),non-cyberbullying
Good. Someday he will become mature. @mr_jepolos @robertloera (created at:2013-01-04 21:44:11),non-cyberbullying
I thank he have up. Good. So you're SoaR Ecko? Sickkk. @mr_jepolos (created at:2013-01-04 21:46:57),non-cyberbullying
Haha see ur a no life fag @ryaaaaank who gives a fuck who he is on Xbox in real life he's a fag @mr_jepolos (created at:2013-01-04 21:48:57),cyberbullying
FaZe!!!!!! (created at:2013-01-04 21:50:46),non-cyberbullying
Talking about u dumb ass @mr_jepolos (created at:2013-01-04 21:52:30),cyberbullying
Hey. Stfu. Leave. @robertloera and this might sound fanboy ish or crap but do you think we can okay sometime? I really like SoaR. @mr_jepolos (created at:2013-01-04 21:53:04),non-cyberbullying
Haha wow @ryaaaaank (created at:2013-01-04 21:54:46),non-cyberbullying
Haha u probably made this kids day @mr_jepolos biggest fanboy bet @ryaaaaank (created at:2013-01-04 21:57:19),non-cyberbullying
Ha ur really not a fag ur pretty cool actually but these other kids are just queers @mr_jepolos (created at:2013-01-04 21:58:14),cyberbullying
Yeah haha sorry for tripping on u bruh @mr_jepolos (created at:2013-01-04 21:59:09),non-cyberbullying
Now you apologize @robertloera (created at:2013-01-04 22:09:14),non-cyberbullying
Thanks. Have a kik? @mr_jepolos (created at:2013-01-04 22:09:27),non-cyberbullying
Not to u @ryaaaaank (created at:2013-01-04 22:10:16),non-cyberbullying
I honestly don't care if you say sorry to me. I wouldn't give even if you had the heart to. I'm my own person and you don't tell me how to live my life. Good luck with yours. Goodbye. @robertloera (created at:2013-01-04 22:13:17),non-cyberbullying
I'm really done with you. Everything you say contradicts itself and you can only say the same thing over and over. @robertloera (created at:2013-01-04 22:26:36),non-cyberbullying
@ryaaaaank he's mexicano (created at:2013-01-05 00:01:22),non-cyberbullying
Then he can mow my fucking lawn.. @orbitprism (created at:2013-01-05 01:04:59),non-cyberbullying
@ryaaaaank lololololololololololol (created at:2013-01-05 01:58:48),non-cyberbullying
Strong (created at:2013-01-05 02:45:26),non-cyberbullying
@tashamaz kick there butts tasha (created at:2013-01-05 04:52:13),non-cyberbullying
"snaaaabacks baack, tmperr ignore hate ! <3 (created at:2013-01-05 12:01:24)",non-cyberbullying
@temperrrfaze do you have a kik I would like to talk to you. Or have your cell # so we can talk sometime. That me nice -Hunter (created at:2013-01-06 05:07:12),non-cyberbullying
Are you the guy from Faze Clan? (created at:2013-01-06 07:09:27),non-cyberbullying
Oh great one mem I said ur sexy lol (created at:2013-01-06 18:11:15),non-cyberbullying
U liked that (created at:2013-01-06 18:11:19),non-cyberbullying
Temperrr Do you have kik @temperrrfaze (created at:2013-01-06 23:59:56),non-cyberbullying
"Ignore hate, promote peace (created at:2013-01-07 22:01:08)",non-cyberbullying
I give You a lot of respect for you tommy (created at:2013-01-09 02:02:03),non-cyberbullying
Haha keep on dreaming @get_skill_101 ___? (created at:2013-01-10 06:32:09),non-cyberbullying
#swag (created at:2013-01-24 10:28:36),non-cyberbullying
YOU'RE PERFECT ! MARRY ME _?________ @temperrrfaze (created at:2013-07-27 07:24:10),non-cyberbullying
Cute (created at:2014-02-23 07:05:29),non-cyberbullying
Not if we can help it (created at:2013-01-06 17:04:42),non-cyberbullying
Horrible truth! Smdh (created at:2013-01-06 17:04:56),non-cyberbullying
Sad that the masses dont see this. I was blinded by the worlds bullshit until about 3 or 4 years ago. (created at:2013-01-06 17:08:02),non-cyberbullying
Your lyrics are the Illest (created at:2013-01-06 17:09:06),non-cyberbullying
And the government driving it (created at:2013-01-06 17:23:06),non-cyberbullying
I fear for future generations then.. (created at:2013-01-06 17:23:42),non-cyberbullying
Sad but true! (created at:2013-01-06 17:25:00),non-cyberbullying
You hear about homeland security buying 450 million bullets @techimmortal (created at:2013-01-06 17:27:18),non-cyberbullying
Deep. (created at:2013-01-06 18:40:13),non-cyberbullying
Keeps repeating itself. No one has learned from this past so it keeps being the present. The reason so many innocents die in the name of god. @techimmortal (created at:2013-01-06 18:44:19),non-cyberbullying
@techimmortal I like how it's a church. The church has always been corrupt (created at:2013-01-06 19:09:02),non-cyberbullying
"@richyy_g I don't think you understand the true meaning behind the picture. This is what the world wants you to believe that religion is the reason for all these wars, that it corrupts people and their minds. But faith is the answer to save yourself from the great tribulation and everything else yet to come. (created at:2013-01-06 19:40:25)",non-cyberbullying
